date,day,departure,jam_score,travel_time_min,departure_minutes,departure_hour,departure_slot_rank,day_of_week_num,is_weekend,year,month,month_name,week_of_year,quarter,records_that_day,is_complete_day,travel_time_vs_day_avg,travel_time_vs_overall_avg,congestion_level,travel_time_outlier
2026-01-22,Thursday,08:50,82.3,10.93,530,8,3,3,False,2026,1,January,4,1,5,True,-1.19,-1.2,medium,False
2026-01-22,Thursday,09:00,81.6,11.03,540,9,4,3,False,2026,1,January,4,1,5,True,-1.09,-1.1,medium,False
2026-01-22,Thursday,09:10,76.6,11.75,550,9,5,3,False,2026,1,January,4,1,5,True,-0.37,-0.38,medium,False
2026-01-23,Friday,08:30,89.7,10.03,510,8,1,4,False,2026,1,January,4,1,5,True,-1.01,-2.1,low,False
2026-01-23,Friday,08:40,88.7,10.15,520,8,2,4,False,2026,1,January,4,1,5,True,-0.89,-1.98,low,False
2026-01-23,Friday,08:50,89.7,10.03,530,8,3,4,False,2026,1,January,4,1,5,True,-1.01,-2.1,low,False
2026-01-23,Friday,09:00,90.6,9.93,540,9,4,4,False,2026,1,January,4,1,5,True,-1.11,-2.2,low,False
2026-01-23,Friday,09:10,90.2,9.98,550,9,5,4,False,2026,1,January,4,1,5,True,-1.06,-2.15,low,False
2026-01-26,Monday,08:30,86.5,10.4,510,8,1,0,False,2026,1,January,5,1,5,True,-1.29,-1.73,low,False
2026-01-26,Monday,08:40,85.0,10.58,520,8,2,0,False,2026,1,January,5,1,5,True,-1.11,-1.55,low,False
2026-01-26,Monday,08:50,86.8,10.37,530,8,3,0,False,2026,1,January,5,1,5,True,-1.32,-1.76,low,False
2026-01-26,Monday,09:00,87.5,10.28,540,9,4,0,False,2026,1,January,5,1,5,True,-1.41,-1.85,low,False
2026-01-26,Monday,09:10,88.7,10.15,550,9,5,0,False,2026,1,January,5,1,5,True,-1.54,-1.98,low,False
2026-01-27,Tuesday,08:30,93.1,9.67,510,8,1,1,False,2026,1,January,5,1,5,True,-3.57,-2.46,low,False
2026-01-27,Tuesday,08:40,92.2,9.77,520,8,2,1,False,2026,1,January,5,1,5,True,-3.47,-2.36,low,False
2026-01-27,Tuesday,08:50,92.3,9.75,530,8,3,1,False,2026,1,January,5,1,5,True,-3.49,-2.38,low,False
2026-01-27,Tuesday,09:00,92.6,9.72,540,9,4,1,False,2026,1,January,5,1,5,True,-3.52,-2.41,low,False
2026-01-27,Tuesday,09:10,92.3,9.75,550,9,5,1,False,2026,1,January,5,1,5,True,-3.49,-2.38,low,False
2026-01-28,Wednesday,08:30,91.1,9.88,510,8,1,2,False,2026,1,January,5,1,5,True,-2.77,-2.25,low,False
2026-01-28,Wednesday,08:40,90.3,9.97,520,8,2,2,False,2026,1,January,5,1,5,True,-2.68,-2.16,low,False
2026-01-28,Wednesday,08:50,91.1,9.88,530,8,3,2,False,2026,1,January,5,1,5,True,-2.77,-2.25,low,False
2026-01-28,Wednesday,09:00,89.9,10.02,540,9,4,2,False,2026,1,January,5,1,5,True,-2.63,-2.11,low,False
2026-01-28,Wednesday,09:10,91.4,9.85,550,9,5,2,False,2026,1,January,5,1,5,True,-2.8,-2.28,low,False
2026-01-29,Thursday,08:30,90.9,9.9,510,8,1,3,False,2026,1,January,5,1,5,True,-2.22,-2.23,low,False
2026-01-29,Thursday,08:40,90.9,9.9,520,8,2,3,False,2026,1,January,5,1,5,True,-2.22,-2.23,low,False
2026-01-29,Thursday,08:50,90.6,9.93,530,8,3,3,False,2026,1,January,5,1,5,True,-2.19,-2.2,low,False
2026-01-29,Thursday,09:00,91.5,9.83,540,9,4,3,False,2026,1,January,5,1,5,True,-2.29,-2.3,low,False
2026-01-29,Thursday,09:10,91.1,9.88,550,9,5,3,False,2026,1,January,5,1,5,True,-2.24,-2.25,low,False
2026-01-30,Friday,08:30,89.9,10.02,510,8,1,4,False,2026,1,January,5,1,5,True,-1.02,-2.11,low,False
2026-01-30,Friday,08:40,90.8,9.92,520,8,2,4,False,2026,1,January,5,1,5,True,-1.12,-2.21,low,False
2026-01-30,Friday,08:50,91.4,9.85,530,8,3,4,False,2026,1,January,5,1,5,True,-1.19,-2.28,low,False
2026-01-30,Friday,09:00,91.8,9.8,540,9,4,4,False,2026,1,January,5,1,5,True,-1.24,-2.33,low,False
2026-01-30,Friday,09:10,91.2,9.87,550,9,5,4,False,2026,1,January,5,1,5,True,-1.17,-2.26,low,False
2026-02-02,Monday,08:30,80.4,11.2,510,8,1,0,False,2026,2,February,6,1,5,True,-0.49,-0.93,medium,False
2026-02-02,Monday,08:40,76.5,11.77,520,8,2,0,False,2026,2,February,6,1,5,True,0.08,-0.36,medium,False
2026-02-02,Monday,08:50,81.9,10.98,530,8,3,0,False,2026,2,February,6,1,5,True,-0.71,-1.15,medium,False
2026-02-02,Monday,09:00,78.9,11.4,540,9,4,0,False,2026,2,February,6,1,5,True,-0.29,-0.73,medium,False
2026-02-02,Monday,09:10,84.2,10.68,550,9,5,0,False,2026,2,February,6,1,5,True,-1.01,-1.45,low,False
2026-02-03,Tuesday,09:00,83.1,10.83,540,9,4,1,False,2026,2,February,6,1,1,False,-2.41,-1.3,low,False
2026-02-04,Wednesday,08:30,85.2,10.57,510,8,1,2,False,2026,2,February,6,1,5,True,-2.08,-1.56,low,False
2026-02-04,Wednesday,08:40,84.8,10.62,520,8,2,2,False,2026,2,February,6,1,5,True,-2.03,-1.51,low,False
2026-02-04,Wednesday,08:50,87.9,10.23,530,8,3,2,False,2026,2,February,6,1,5,True,-2.42,-1.9,low,False
2026-02-04,Wednesday,09:00,88.2,10.2,540,9,4,2,False,2026,2,February,6,1,5,True,-2.45,-1.93,low,False
2026-02-04,Wednesday,09:10,86.0,10.47,550,9,5,2,False,2026,2,February,6,1,5,True,-2.18,-1.66,low,False
2026-02-05,Thursday,08:30,67.8,13.27,510,8,1,3,False,2026,2,February,6,1,5,True,1.15,1.14,high,False
2026-02-05,Thursday,08:40,65.5,13.75,520,8,2,3,False,2026,2,February,6,1,5,True,1.63,1.62,high,False
2026-02-05,Thursday,08:50,66.7,13.5,530,8,3,3,False,2026,2,February,6,1,5,True,1.38,1.37,high,False
2026-02-05,Thursday,09:00,68.6,13.12,540,9,4,3,False,2026,2,February,6,1,5,True,1.0,0.99,high,False
2026-02-05,Thursday,09:10,71.3,12.62,550,9,5,3,False,2026,2,February,6,1,5,True,0.5,0.49,high,False
2026-02-06,Friday,08:30,85.9,10.48,510,8,1,4,False,2026,2,February,6,1,5,True,-0.56,-1.65,low,False
2026-02-06,Friday,08:40,80.0,11.25,520,8,2,4,False,2026,2,February,6,1,5,True,0.21,-0.88,medium,False
2026-02-06,Friday,08:50,77.7,11.58,530,8,3,4,False,2026,2,February,6,1,5,True,0.54,-0.55,medium,False
2026-02-06,Friday,09:00,87.5,10.28,540,9,4,4,False,2026,2,February,6,1,5,True,-0.76,-1.85,low,False
2026-02-06,Friday,09:10,86.1,10.45,550,9,5,4,False,2026,2,February,6,1,5,True,-0.59,-1.68,low,False
2026-02-09,Monday,08:30,76.4,11.78,510,8,1,0,False,2026,2,February,7,1,5,True,0.09,-0.35,medium,False
2026-02-09,Monday,08:40,75.6,11.9,520,8,2,0,False,2026,2,February,7,1,5,True,0.21,-0.23,medium,False
2026-02-09,Monday,08:50,76.4,11.78,530,8,3,0,False,2026,2,February,7,1,5,True,0.09,-0.35,medium,False
2026-02-09,Monday,09:00,72.9,12.35,540,9,4,0,False,2026,2,February,7,1,5,True,0.66,0.22,high,False
2026-02-09,Monday,09:10,84.6,10.63,550,9,5,0,False,2026,2,February,7,1,5,True,-1.06,-1.5,low,False
2026-02-10,Tuesday,08:30,70.9,12.7,510,8,1,1,False,2026,2,February,7,1,5,True,-0.54,0.57,high,False
2026-02-10,Tuesday,08:40,71.1,12.67,520,8,2,1,False,2026,2,February,7,1,5,True,-0.57,0.54,high,False
2026-02-10,Tuesday,08:50,69.1,13.02,530,8,3,1,False,2026,2,February,7,1,5,True,-0.22,0.89,high,False
2026-02-10,Tuesday,09:00,65.3,13.78,540,9,4,1,False,2026,2,February,7,1,5,True,0.54,1.65,high,False
2026-02-10,Tuesday,09:10,76.8,11.72,550,9,5,1,False,2026,2,February,7,1,5,True,-1.52,-0.41,medium,False
2026-02-11,Wednesday,08:30,78.8,11.42,510,8,1,2,False,2026,2,February,7,1,5,True,-1.23,-0.71,medium,False
2026-02-11,Wednesday,08:40,78.6,11.45,520,8,2,2,False,2026,2,February,7,1,5,True,-1.2,-0.68,medium,False
2026-02-11,Wednesday,08:50,83.1,10.83,530,8,3,2,False,2026,2,February,7,1,5,True,-1.82,-1.3,low,False
2026-02-11,Wednesday,09:00,83.9,10.73,540,9,4,2,False,2026,2,February,7,1,5,True,-1.92,-1.4,low,False
2026-02-11,Wednesday,09:10,82.3,10.93,550,9,5,2,False,2026,2,February,7,1,5,True,-1.72,-1.2,medium,False
2026-02-12,Thursday,08:30,78.8,11.42,510,8,1,3,False,2026,2,February,7,1,5,True,-0.7,-0.71,medium,False
2026-02-12,Thursday,08:40,80.5,11.18,520,8,2,3,False,2026,2,February,7,1,5,True,-0.94,-0.95,medium,False
2026-02-12,Thursday,08:50,81.1,11.1,530,8,3,3,False,2026,2,February,7,1,5,True,-1.02,-1.03,medium,False
2026-02-12,Thursday,09:00,82.2,10.95,540,9,4,3,False,2026,2,February,7,1,5,True,-1.17,-1.18,medium,False
2026-02-12,Thursday,09:10,78.1,11.52,550,9,5,3,False,2026,2,February,7,1,5,True,-0.6,-0.61,medium,False
2026-02-13,Friday,08:30,84.0,10.72,510,8,1,4,False,2026,2,February,7,1,5,True,-0.32,-1.41,low,False
2026-02-13,Friday,08:40,79.9,11.27,520,8,2,4,False,2026,2,February,7,1,5,True,0.23,-0.86,medium,False
2026-02-13,Friday,08:50,86.7,10.38,530,8,3,4,False,2026,2,February,7,1,5,True,-0.66,-1.75,low,False
2026-02-13,Friday,09:00,88.2,10.2,540,9,4,4,False,2026,2,February,7,1,5,True,-0.84,-1.93,low,False
2026-02-13,Friday,09:10,85.6,10.52,550,9,5,4,False,2026,2,February,7,1,5,True,-0.52,-1.61,low,False
2026-02-16,Monday,08:30,90.5,9.95,510,8,1,0,False,2026,2,February,8,1,5,True,-1.74,-2.18,low,False
2026-02-16,Monday,08:40,90.6,9.93,520,8,2,0,False,2026,2,February,8,1,5,True,-1.76,-2.2,low,False
2026-02-16,Monday,08:50,89.9,10.02,530,8,3,0,False,2026,2,February,8,1,5,True,-1.67,-2.11,low,False
2026-02-16,Monday,09:00,90.2,9.98,540,9,4,0,False,2026,2,February,8,1,5,True,-1.71,-2.15,low,False
2026-02-16,Monday,09:10,89.7,10.03,550,9,5,0,False,2026,2,February,8,1,5,True,-1.66,-2.1,low,False
2026-02-17,Tuesday,08:30,79.8,11.28,510,8,1,1,False,2026,2,February,8,1,5,True,-1.96,-0.85,medium,False
2026-02-17,Tuesday,08:40,79.4,11.33,520,8,2,1,False,2026,2,February,8,1,5,True,-1.91,-0.8,medium,False
2026-02-17,Tuesday,08:50,82.4,10.92,530,8,3,1,False,2026,2,February,8,1,5,True,-2.32,-1.21,medium,False
2026-02-17,Tuesday,09:00,87.2,10.32,540,9,4,1,False,2026,2,February,8,1,5,True,-2.92,-1.81,low,False
2026-02-17,Tuesday,09:10,87.8,10.25,550,9,5,1,False,2026,2,February,8,1,5,True,-2.99,-1.88,low,False
2026-02-18,Wednesday,08:40,78.1,11.52,520,8,2,2,False,2026,2,February,8,1,4,False,-1.13,-0.61,medium,False
2026-02-18,Wednesday,08:50,79.9,11.27,530,8,3,2,False,2026,2,February,8,1,4,False,-1.38,-0.86,medium,False
2026-02-18,Wednesday,09:00,79.6,11.3,540,9,4,2,False,2026,2,February,8,1,4,False,-1.35,-0.83,medium,False
2026-02-18,Wednesday,09:10,80.2,11.22,550,9,5,2,False,2026,2,February,8,1,4,False,-1.43,-0.91,medium,False
2026-02-19,Thursday,08:30,70.2,12.82,510,8,1,3,False,2026,2,February,8,1,5,True,0.7,0.69,high,False
2026-02-19,Thursday,08:40,69.7,12.92,520,8,2,3,False,2026,2,February,8,1,5,True,0.8,0.79,high,False
2026-02-19,Thursday,08:50,72.7,12.38,530,8,3,3,False,2026,2,February,8,1,5,True,0.26,0.25,high,False
2026-02-19,Thursday,09:00,69.3,12.98,540,9,4,3,False,2026,2,February,8,1,5,True,0.86,0.85,high,False
2026-02-19,Thursday,09:10,70.2,12.82,550,9,5,3,False,2026,2,February,8,1,5,True,0.7,0.69,high,False
2026-02-20,Friday,08:30,84.6,10.63,510,8,1,4,False,2026,2,February,8,1,5,True,-0.41,-1.5,low,False
2026-02-20,Friday,08:40,78.4,11.48,520,8,2,4,False,2026,2,February,8,1,5,True,0.44,-0.65,medium,False
2026-02-20,Friday,08:50,84.8,10.62,530,8,3,4,False,2026,2,February,8,1,5,True,-0.42,-1.51,low,False
2026-02-20,Friday,09:00,81.1,11.1,540,9,4,4,False,2026,2,February,8,1,5,True,0.06,-1.03,medium,False
2026-02-20,Friday,09:10,83.6,10.77,550,9,5,4,False,2026,2,February,8,1,5,True,-0.27,-1.36,low,False
2026-02-23,Monday,08:30,90.6,9.93,510,8,1,0,False,2026,2,February,9,1,5,True,-1.76,-2.2,low,False
2026-02-23,Monday,08:40,90.9,9.9,520,8,2,0,False,2026,2,February,9,1,5,True,-1.79,-2.23,low,False
2026-02-23,Monday,08:50,90.2,9.98,530,8,3,0,False,2026,2,February,9,1,5,True,-1.71,-2.15,low,False
2026-02-23,Monday,09:00,91.1,9.88,540,9,4,0,False,2026,2,February,9,1,5,True,-1.81,-2.25,low,False
2026-02-23,Monday,09:10,90.6,9.93,550,9,5,0,False,2026,2,February,9,1,5,True,-1.76,-2.2,low,False
2026-02-24,Tuesday,08:30,79.9,11.27,510,8,1,1,False,2026,2,February,9,1,5,True,-1.97,-0.86,medium,False
2026-02-24,Tuesday,08:40,80.8,11.13,520,8,2,1,False,2026,2,February,9,1,5,True,-2.11,-1.0,medium,False
2026-02-24,Tuesday,08:50,76.2,11.82,530,8,3,1,False,2026,2,February,9,1,5,True,-1.42,-0.31,medium,False
2026-02-24,Tuesday,09:00,77.0,11.68,540,9,4,1,False,2026,2,February,9,1,5,True,-1.56,-0.45,medium,False
2026-02-24,Tuesday,09:10,78.3,11.5,550,9,5,1,False,2026,2,February,9,1,5,True,-1.74,-0.63,medium,False
2026-02-25,Wednesday,08:30,68.9,13.07,510,8,1,2,False,2026,2,February,9,1,5,True,0.42,0.94,high,False
2026-02-25,Wednesday,08:40,72.1,12.48,520,8,2,2,False,2026,2,February,9,1,5,True,-0.17,0.35,high,False
2026-02-25,Wednesday,08:50,78.1,11.52,530,8,3,2,False,2026,2,February,9,1,5,True,-1.13,-0.61,medium,False
2026-02-25,Wednesday,09:00,80.0,11.25,540,9,4,2,False,2026,2,February,9,1,5,True,-1.4,-0.88,medium,False
2026-02-25,Wednesday,09:10,81.1,11.1,550,9,5,2,False,2026,2,February,9,1,5,True,-1.55,-1.03,medium,False
2026-02-26,Thursday,08:30,74.0,12.17,510,8,1,3,False,2026,2,February,9,1,5,True,0.05,0.04,medium,False
2026-02-26,Thursday,08:40,71.1,12.67,520,8,2,3,False,2026,2,February,9,1,5,True,0.55,0.54,high,False
2026-02-26,Thursday,08:50,75.3,11.95,530,8,3,3,False,2026,2,February,9,1,5,True,-0.17,-0.18,medium,False
2026-02-26,Thursday,09:00,67.2,13.4,540,9,4,3,False,2026,2,February,9,1,5,True,1.28,1.27,high,False
2026-02-26,Thursday,09:10,62.9,14.3,550,9,5,3,False,2026,2,February,9,1,5,True,2.18,2.17,high,False
2026-02-27,Friday,08:30,66.3,13.57,510,8,1,4,False,2026,2,February,9,1,5,True,2.53,1.44,high,False
2026-02-27,Friday,08:40,62.6,14.38,520,8,2,4,False,2026,2,February,9,1,5,True,3.34,2.25,high,False
2026-02-27,Friday,08:50,66.9,13.45,530,8,3,4,False,2026,2,February,9,1,5,True,2.41,1.32,high,False
2026-02-27,Friday,09:00,72.6,12.4,540,9,4,4,False,2026,2,February,9,1,5,True,1.36,0.27,high,False
2026-02-27,Friday,09:10,75.2,11.97,550,9,5,4,False,2026,2,February,9,1,5,True,0.93,-0.16,medium,False
2026-03-02,Monday,08:30,75.5,11.92,510,8,1,0,False,2026,3,March,10,1,5,True,0.23,-0.21,medium,False
2026-03-02,Monday,08:40,77.0,11.68,520,8,2,0,False,2026,3,March,10,1,5,True,-0.01,-0.45,medium,False
2026-03-02,Monday,08:50,80.5,11.18,530,8,3,0,False,2026,3,March,10,1,5,True,-0.51,-0.95,medium,False
2026-03-02,Monday,09:00,85.6,10.52,540,9,4,0,False,2026,3,March,10,1,5,True,-1.17,-1.61,low,False
2026-03-02,Monday,09:10,86.4,10.42,550,9,5,0,False,2026,3,March,10,1,5,True,-1.27,-1.71,low,False
2026-03-03,Tuesday,08:30,74.1,12.15,510,8,1,1,False,2026,3,March,10,1,5,True,-1.09,0.02,medium,False
2026-03-03,Tuesday,08:40,68.3,13.18,520,8,2,1,False,2026,3,March,10,1,5,True,-0.06,1.05,high,False
2026-03-03,Tuesday,08:50,80.6,11.17,530,8,3,1,False,2026,3,March,10,1,5,True,-2.07,-0.96,medium,False
2026-03-03,Tuesday,09:00,78.8,11.42,540,9,4,1,False,2026,3,March,10,1,5,True,-1.82,-0.71,medium,False
2026-03-03,Tuesday,09:10,80.4,11.2,550,9,5,1,False,2026,3,March,10,1,5,True,-2.04,-0.93,medium,False
2026-03-04,Wednesday,08:30,80.6,11.17,510,8,1,2,False,2026,3,March,10,1,5,True,-1.48,-0.96,medium,False
2026-03-04,Wednesday,08:40,78.3,11.5,520,8,2,2,False,2026,3,March,10,1,5,True,-1.15,-0.63,medium,False
2026-03-04,Wednesday,08:50,78.4,11.48,530,8,3,2,False,2026,3,March,10,1,5,True,-1.17,-0.65,medium,False
2026-03-04,Wednesday,09:00,83.6,10.77,540,9,4,2,False,2026,3,March,10,1,5,True,-1.88,-1.36,low,False
2026-03-04,Wednesday,09:10,81.1,11.1,550,9,5,2,False,2026,3,March,10,1,5,True,-1.55,-1.03,medium,False
2026-03-05,Thursday,08:30,73.5,12.25,510,8,1,3,False,2026,3,March,10,1,5,True,0.13,0.12,high,False
2026-03-05,Thursday,08:40,77.9,11.55,520,8,2,3,False,2026,3,March,10,1,5,True,-0.57,-0.58,medium,False
2026-03-05,Thursday,08:50,78.7,11.43,530,8,3,3,False,2026,3,March,10,1,5,True,-0.69,-0.7,medium,False
2026-03-05,Thursday,09:00,80.6,11.17,540,9,4,3,False,2026,3,March,10,1,5,True,-0.95,-0.96,medium,False
2026-03-05,Thursday,09:10,82.2,10.95,550,9,5,3,False,2026,3,March,10,1,5,True,-1.17,-1.18,medium,False
2026-03-06,Friday,08:40,65.3,13.78,520,8,2,4,False,2026,3,March,10,1,4,False,2.74,1.65,high,False
2026-03-06,Friday,08:50,72.5,12.42,530,8,3,4,False,2026,3,March,10,1,4,False,1.38,0.29,high,False
2026-03-06,Friday,09:00,71.4,12.6,540,9,4,4,False,2026,3,March,10,1,4,False,1.56,0.47,high,False
2026-03-06,Friday,09:10,75.4,11.93,550,9,5,4,False,2026,3,March,10,1,4,False,0.89,-0.2,medium,False
